401,4,room,b0401,,,
402,4,room,,,b0401,
403,4,room,b0403,,,
404,4,room,,b0401,,
405,4,room,b0403,,,
407,4,room,b0404,,,
408,4,room,,b0423,,
411,4,room,b0407,,,
413,4,room,b0408,,,
427,4,room,b0425,,,
429,4,room,b0410,,,
431,4,room,b0411,,,
433,4,room,b0412,,,
435,4,room,b0413,,,
436,4,room,,b0413,,
437,4,room,b0414,,,
439,4,room,b0415,,,
440,4,room,,b0414,,
450,4,room,,b0418,,
451,4,room,,b0419,,
453,4,room,b0417,,,
sA04,4,room,,b0402,b0405,
sB04,4,room,,b0411,,b0409
sC04,4,room,,,,b0417
sD04,4,room,,,,b0415
b0401,4,block,404,401,,402
b0402,4,block,sA04,,b0403,b0401
b0403,4,block,,405,b0404,b0402
b0404,4,block,,407,,b0403
b0405,4,block,b0406,b0403,b0407,sA04
b0406,4,block,b0423,b0405,,
b0407,4,block,,411,b0408,b0405
b0408,4,block,,413,b0409,b0407
b0409,4,block,b0424,b0410,sB04,b0408
b0410,4,block,b0409,429,b0411,b0425
b0411,4,block,sB04,431,b0412,b0410
b0412,4,block,,433,b0413,b0411
b0413,4,block,435,436,b0414,b0412
b0414,4,block,440,437,b0415,b0413
b0415,4,block,b0416,439,,b0414
b0416,4,block,b0417,b0415,sD04,
b0417,4,block,453,b0416,sC04,b0418
b0418,4,block,450,,b0417,b0419
b0419,4,block,451,,b0418,420
b0420,4,block,,,b0419,b0421
b0421,4,block,,b0424,b0420,b0422
b0422,4,block,,,b0421,b0423
b0423,4,block,,b0406,b0422,
b0424,4,block,b0421,b0409,,
b0425,4,block,,427,b0410,
