101,1,room,,,b0102,
102,1,room,,,b0103,
103,1,room,,,b0101,
105,1,room,b0101,,,
107,1,room,b0126,,,
125,1,room,b0112,,,
129,1,room,b0113,,,
132,1,room,,b0114,,
133,1,room,b0115,,,
139,1,room,b0127,,,
150,1,room,,b0121,,
152,1,room,b0120,,,
154,1,room,b0119,,,
155,1,room,,b0116,,
170,1,room,,,,b0123
186,1,room,,b0106,,
sA01,1,room,,b0103,,
sB01,1,room,,b0113,,
sC01,1,room,,,,b0117
sD01,1,room,,,,b0118
sE01,1,room,b0107,,,
sF01,1,room,b0110,,,
b0101,1,block,b0102,,,
b0102,1,block,b0103,b0101,b0126,101
b0103,1,block,sB01,b0102,b0104,102
b0104,1,block,b0105,b0126,,b0103
b0105,1,block,,b0104,b0107,b0106
b0106,1,block,186,,b0105,
b0107,1,block,b0123,sE01,b0108,b0105
b0108,1,block,,b0109,b0110,b0107
b0109,1,block,b0108,,,
b0110,1,block,,sF01,,b0108
b0111,1,block,170,b0112,,b0110
b0112,1,block,b0111,125,,b0113
b0113,1,block,sB01,129,b0114,b0112
b0114,1,block,132,,b0128,b0113
b0115,1,block,,133,b0116,b0128
b0116,1,block,b0155,,b0127,b0115
b0117,1,block,b0118,b0127,sC01,
b0118,1,block,,b0117,sD01,b0119
b0119,1,block,154,,b0118,b0120
b0120,1,block,152,,b0119,b0121
b0121,1,block,150,b0122,,
b0122,1,block,b0121,b0128,,
b0123,1,block,b0124,b0107,170,
b0124,1,block,,b0123,b0125,
b0125,1,block,,170,,b0124
b0126,1,block,b0104,107,,b0102
b0127,1,block,b0117,,,b0116
b0128,1,block,b0122,,b0115,b0114
