0205,2,room,b0201,,,
0206,2,room,,b0201,,
0207,2,room,b0203,,,
0209,2,room,b0204,,,
0211,2,room,b0205,,,
0222,2,room,,b0218,,
0225,2,room,b0217,,,
0229,2,room,b0219,,,
0231,2,room,b0220,,,
0233,2,room,b0221,,,
0235,2,room,b0222,,,
0236,2,room,,b0223,,
0237,2,room,b0223,,,
0239,2,room,b0224,,,
0250,2,room,,b0226,,
0251,2,room,,b0228,,
0252,2,room,,b0229,,
0260,2,room,,,b0208,
262,2,room,,b0208,,
0270,2,room,,,,b0230
0271,2,room,,,,b0213
0273,2,room,,,,b0214
0274,2,room,,,,b0210
0275,2,room,,,,b0211
0276,2,room,,,,b0212
sA02,2,room,,b0203,b0206,
sB02,2,room,,b0220,,b0218
sC02,2,room,,,,b0229
sD02,2,room,,,,b0224
sE02,2,room,b0216,,,
sF02,2,room,b0231,,,
b0201,2,block,0206,0205,b0203,
b0203,2,block,sA02,,b0204,b0201
b0204,2,block,,0209,b0205,b0203
b0205,2,block,b0206,0211,,b0204
b0206,2,block,b0207,b0205,,sA02
b0207,2,block,b0208,b0206,,
b0208,2,block,0262,b0207,b0209,0260
b0209,2,block,b0210,,b0230,b0208
b0210,2,block,b0211,b0209,0274,
b0211,2,block,b0212,b0210,0275,
b0212,2,block,b0213,b0211,0276,
b0213,2,block,b0214,b0212,0271,
b0214,2,block,,b0213,0273,
b0215,2,block,b0230,b0231,,
b0216,2,block,,sE02,b0231,b0206
b0217,2,block,,,b0218,b0231
b0218,2,block,0222,b0219,sB02,b0217
b0219,2,block,b0218,0229,b0220,0225
b0220,2,block,,0231,b0221,b0219
b0221,2,block,b0225,0233,b0222,b0220
b0222,2,block,,0235,b0223,b0221
b0223,2,block,0236,0237,b0224,b0222
b0224,2,block,,0239,sD02,b0223
b0225,2,block,b0226,b0221,,
b0226,2,block,2250,b0225,b0227,
b0227,2,block,,,b0228,b0226
b0228,2,block,0251,,b0229,b0227
b0229,2,block,,,sC02,b0228
b0230,2,block,,b0215,0270,b0209
b0231,2,block,,sF02,b0217,b0216
