301,3,room,,,b0301,
302,3,room,,b0301,,
303,3,room,b0301,,,
305,3,room,b0302,,,
307,3,room,b0303,,,
311,3,room,,,b0307,
313,3,room,b0307,,,
315,3,room,,,,b0307
325,3,room,,,b0310,
327,3,room,b0310,,,
329,3,room,311,,,
333,3,room,312,,,
335,3,room,313,,,
336,3,room,,b0313,,
337,3,room,314,,,
338,3,room,,b0314,,
339,3,room,b0315,,,
350,3,room,,b0318,,
351,3,room,,b0317,,
371,3,room,,,,b0327
372,3,room,,,,b0329
373,3,room,,b0329,,
381,3,room,,,b0325,
382,3,room,,,b0326,
sA03,3,room,,b0302,b0304,
sB03,3,room,,b0310,,b0309
sC03,3,room,,,,b0315
sD03,3,room,,,,b0317
b0301,3,block,302,303,b0302,301
b0302,3,block,sA03,305,b0303,b0301
b0303,3,block,,307,304,302
b0304,3,block,,b0303,b0305,sA03
b0305,3,block,b0324,,b0306,304
b0306,3,block,b0308,b0307,,b0305
b0307,3,block,b0306,313,315,311
b0308,3,block,,,b0309,b0306
b0309,3,block,b0330,b0310,sB03,b0308
b0310,3,block,b0306,327,b0311,325
b0311,3,block,sB03,329,b0312,b0310
b0312,3,block,,333,b0311,b0313
b0313,3,block,336,335,b0314,b0312
b0314,3,block,338,337,b0315,b0313
b0315,3,block,b0316,339,,b0314
b0316,3,block,b0317,b0315,sC03,
b0317,3,block,351,b0316,sD03,b0318
b0318,3,block,350,,b0317,b0319
b0319,3,block,,,b0318,b0320
b0320,3,block,,b0330,b0319,b0321
b0321,3,block,,,b0320,b0323
b0323,3,block,b0325,b0324,b0321,
b0324,3,block,b0323,b0305,,
b0325,3,block,b0326,b0323,,381
b0326,3,block,b0327,b0325,,382
b0327,3,block,b0328,b0326,371,
b0328,3,block,b0329,b0327,,
b0329,3,block,373,b0328,372,
b0330,3,block,b0320,b0309,,
