701,7,block,,,b0701,
702,7,block,,b0701,,
703,7,room,b0701,,,
704,7,room,,b0702,,
705,7,room,b0702,,,
707,7,room,b0703,,,
709,7,room,b0704,,,
715,7,room,,,b0707,
717,7,room,,,,b0707
726,7,room,,b0713,,
727,7,room,b0711,,,
729,7,room,b0712,,,
731,7,room,b0713,,,
735,7,room,b0714,,,
736,7,room,,b0714,,
737,7,room,b0715,,,
738,7,room,,b0715,,
739,7,room,b0716,,,
740,7,room,,b0716,,
sA07,7,room,b0703,,b0705,
sB07,7,room,,b0712,,b0709
sD07,7,room,,,,b0716
b0701,7,block,702,703,b0702,701
b0702,7,block,704,705,b0703,b0701
b0703,7,block,sA07,707,b0704,b0702
b0704,7,block,b0705,709,,b0703
b0705,7,block,b0706,b0704,b0708,sA07
b0706,7,block,,b0706,,
b0707,7,block,b0708,,717,715
b0708,7,block,,,b0709,b0705
b0709,7,block,b0710,b0711,sB07,b0708
b0710,7,block,,b0709,,
b0711,7,block,b0709,727,b0712,
b0712,7,block,sB07,729,,b0711
b0713,7,block,726,731,b0714,b0712
b0714,7,block,736,735,b0715,b0713
b0715,7,block,738,737,b0716,b0714
b0716,7,block,740,739,sD07,b0715
